255038870,119672147,2952
119672147,1380971438,815
119672147,470857299,815
119672147,255038870,815
255038870,747026003583721472,2952
255038870,294014531,2952
255038870,711459969133060096,2952
255038870,4867091386,2952
255038870,3889080579,2952
255038870,233284715,2952
255038870,779024223809437696,2952
255038870,2221129711,2952
255038870,883938598525042688,2952
255038870,15699865,2952
255038870,701484140206673921,2952
255038870,534743719,2952
255038870,864952866137661440,2952
255038870,3439108600,2952
255038870,141475921,2952
255038870,797008195088748549,2952
255038870,862243010070945793,2952
255038870,823417268445048832,2952
255038870,95626629,2952
255038870,4864779897,2952
255038870,3293822951,2952
255038870,2716942388,2952
255038870,183206087,2952
255038870,822175024782123008,2952
255038870,2492359679,2952
255038870,102044540,2952
255038870,146793905,2952
255038870,350320080,2952
255038870,211109927,2952
255038870,847393595808030724,2952
255038870,946338937,2952
255038870,786370050,2952
255038870,736556386377572354,2952
255038870,2227308599,2952
255038870,381361654,2952
255038870,268958654,2952
255038870,2217128820,2952
255038870,864136070551617536,2952
255038870,852763004718399489,2952
255038870,1371618385,2952
255038870,144208472,2952
255038870,3727936577,2952
255038870,852056086668562432,2952
255038870,764179147,2952
255038870,729048980362006528,2952
255038870,1377921709,2952
255038870,776714566055198720,2952
255038870,1332127904,2952
255038870,28435235,2952
255038870,1964664444,2952
255038870,766261933930577922,2952
255038870,320195081,2952
255038870,580178331,2952
255038870,736095873285787651,2952
255038870,1650001394,2952
255038870,751721055031586816,2952
255038870,13058922,2952
255038870,4073941822,2952
255038870,708590255658631168,2952
255038870,317615639,2952
255038870,474457553,2952
255038870,360006756,2952
255038870,2516171059,2952
255038870,1530332280,2952
255038870,789383422871339012,2952
255038870,311360872,2952
255038870,4948171,2952
255038870,350235930,2952
255038870,1195954465,2952
255038870,1474390170,2952
255038870,3242368285,2952
255038870,302860174,2952
255038870,4709829002,2952
255038870,3364902051,2952
255038870,62634095,2952
255038870,753570561842970624,2952
255038870,396405629,2952
255038870,230507750,2952
255038870,742080507438108672,2952
255038870,1575360636,2952
255038870,735457824403259392,2952
255038870,2883837808,2952
255038870,108721610,2952
255038870,733023920811614208,2952
255038870,1886049198,2952
255038870,210719582,2952
255038870,1617526993,2952
255038870,723990333734944768,2952
255038870,719039958,2952
255038870,2889896601,2952
255038870,720568613921497089,2952
255038870,551730765,2952
255038870,472852789,2952
255038870,212687187,2952
255038870,755142367,2952
255038870,698821741532094464,2952
255038870,3124000174,2952
255038870,2551163102,2952
255038870,716254104746635264,2952
255038870,479981193,2952
255038870,12837042,2952
255038870,4628489566,2952
255038870,1522028761,2952
255038870,71482204,2952
255038870,51964398,2952
255038870,2842154235,2952
255038870,1607955728,2952
255038870,4194073174,2952
255038870,1632179005,2952
255038870,14170710,2952
255038870,323127279,2952
255038870,3986051301,2952
255038870,2205167191,2952
255038870,2945599269,2952
255038870,393033324,2952
255038870,3071092473,2952
255038870,3404096597,2952
255038870,15207420,2952
255038870,1584066241,2952
255038870,3172908592,2952
255038870,2794480964,2952
255038870,1495951248,2952
255038870,3311853538,2952
255038870,96394122,2952
255038870,3246588672,2952
255038870,3080762480,2952
255038870,2471316128,2952
255038870,223202535,2952
255038870,20533840,2952
255038870,889782678,2952
255038870,1597869073,2952
255038870,1872820130,2952
255038870,1387545380,2952
255038870,14516781,2952
255038870,16914220,2952
255038870,51161456,2952
255038870,217106097,2952
255038870,66491046,2952
255038870,2402464356,2952
255038870,2320649540,2952
255038870,14648025,2952
255038870,2235133873,2952
255038870,2796086408,2952
255038870,2774644930,2952
255038870,403686789,2952
255038870,757892550,2952
255038870,353739343,2952
255038870,318353901,2952
255038870,250784864,2952
255038870,2492935148,2952
255038870,1137940129,2952
255038870,151823945,2952
255038870,609146118,2952
255038870,24375268,2952
255038870,1580884105,2952
255038870,6029522,2952
255038870,2564931008,2952
255038870,1521752815,2952
255038870,12629792,2952
255038870,269941857,2952
255038870,426958097,2952
255038870,1272938635,2952
255038870,15306499,2952
255038870,2417884660,2952
255038870,713086975,2952
255038870,217861092,2952
255038870,340295403,2952
255038870,29031508,2952
255038870,1358573515,2952
255038870,434413333,2952
255038870,624459884,2952
255038870,2320505144,2952
255038870,2300354767,2952
255038870,2255375036,2952
255038870,475664526,2952
255038870,2190181927,2952
255038870,783296016,2952
255038870,403192903,2952
255038870,2169141800,2952
255038870,601234471,2952
255038870,719631805,2952
255038870,923921120,2952
255038870,407278040,2952
255038870,721072262,2952
255038870,78554488,2952
255038870,963224328,2952
255038870,846229416,2952
255038870,121077756,2952
255038870,9313772,2952
255038870,47813521,2952
255038870,439389860,2952
255038870,552252520,2952
255038870,614574504,2952
255038870,979042861,2952
255038870,518681801,2952
255038870,16339883,2952
255038870,418076619,2952
255038870,853290625,2952
255038870,933027068,2952
119672147,6029522,815
119672147,1473278234,815
119672147,864952866137661440,815
119672147,480737104,815
119672147,114706033,815
119672147,866198675432677376,815
119672147,421740311,815
119672147,572051429,815
119672147,411483717,815
119672147,357541884,815
119672147,1316333136,815
119672147,825076947483033601,815
119672147,3898598357,815
119672147,33478393,815
119672147,213444096,815
119672147,3182787381,815
119672147,825065930757541888,815
119672147,720338375446626306,815
119672147,55796372,815
119672147,1371618385,815
119672147,3358421015,815
119672147,18657360,815
119672147,2907774137,815
119672147,13832792,815
119672147,767846346392940544,815
119672147,2662165530,815
119672147,3609066382,815
119672147,7755972,815
119672147,849887955527368707,815
119672147,215931205,815
119672147,1016893826,815
119672147,2850594323,815
119672147,852203195535433729,815
119672147,1530332280,815
119672147,46848945,815
119672147,15015672,815
119672147,1053553206,815
119672147,831519910463434752,815
119672147,2237397852,815
119672147,43857522,815
119672147,3195876470,815
119672147,45135646,815
119672147,67444327,815
119672147,47180527,815
119672147,309064867,815
119672147,1608240366,815
119672147,809743447246733312,815
119672147,283432819,815
119672147,287088046,815
119672147,3556885452,815
119672147,91092088,815
119672147,788728648329224192,815
119672147,14190672,815
119672147,145978797,815
119672147,1190054473,815
119672147,2446676024,815
119672147,781513212160192518,815
119672147,1037092932,815
119672147,102456344,815
119672147,2721296281,815
119672147,1679741827,815
119672147,2683758299,815
119672147,1423277510,815
119672147,311638922,815
119672147,703451537,815
119672147,3908300236,815
119672147,171000329,815
119672147,786678202290827264,815
119672147,3400246012,815
119672147,177746835,815
119672147,10036262,815
119672147,2254982313,815
119672147,13513582,815
119672147,750707250612858880,815
119672147,735104887927803905,815
119672147,14517156,815
119672147,1106275189,815
119672147,2322846787,815
119672147,15352139,815
119672147,70735999,815
119672147,2412846020,815
119672147,53804216,815
119672147,4867091386,815
119672147,169179541,815
119672147,1947837186,815
119672147,4452251001,815
119672147,2427624403,815
119672147,559675462,815
119672147,714490002416087041,815
119672147,434442640,815
119672147,4920011412,815
119672147,286220048,815
119672147,14341131,815
119672147,1231476126,815
119672147,140306574,815
119672147,779783,815
119672147,4624773153,815
