891380264609480705	MahdiNoazar	Mahdi noazar
882618147785912320	GinTheCow	Walter(GALOF) 
882290224075767808	behnamsirabi	Bojar
777445812	mojtabahosseinz	mojtaba hossein zade
454163065	Sarminof	Sarmin
875381202408153089	mohammadmehdi_z	Mohammadmehdi
858680228448808960	nima_nfp	.
736518185751568384	Akharinkhar	  )) 
882776554555662336	amoo_rasoul	Rasoul Baghban
3344052519	Arashdma	Arash
758182858716348416	SalimKLnr	Salim||
798970883511582720	nini_tweeter	
2404577857	Hoomanahm	
881497043205804032	21fOLLBTuEnvbb0	  
2237397852	amirebtehaj	amir ebtehaj
878328624650133504	mehdi_dehqani	 
2455249393	Anisrisg	
522611432	_AlirezaAhmadi	Alireza Ahmadi
14509515	navid7373	Navid Fathi
542118369	Ashitaaka	 
1187505115	__BahRam__	Bahram
4620140002	meysampg	  
822465756835303424	aminnoubahar	   
818932411174154240	AliM1810210	Aliofski
1905589586	sabaazarpeik	saba azarpeik
799294889540354048	feyzarab	Feyzollah Arabsorkhi
866913729421746176	SmartKookkon	Kookkon
1011704078	sizdahomtweets	   
275527132	hamedbdar	HameD
863307225204490240	Behzadeghbali	martin
965547434	niyazdel	MOHS3N
820153035833954304	Shervinrmz	Shervin Ramezani
622218122	amethystine_i	Mahda Mandela
861281383871918086	MehdiRafiee8	Mehdi Rafiee8
2841721	reza_ghs	reza.ghs
14755862	VahidStar	Vahid
831519910463434752	mostafatajzade	 
2904046938	RickB_Maz	Maziar
255038870	1masochist	
483001941	m_mohammadali	maysam.mohammadali
552189896	HoseinAsgari	Hosein
736775534013616128	holyhomers	 ()
844838612	parehAjor	Hadi
816433012816695298	KhatamT	Khatam Tadayon
858123203096567808	SharifianH	H.Sharifian
755029864072286208	omid1739	 
828292841147351040	z_mousavikhamne	Zahra Mousavi Khamne
705835441061273605	AadamEbneHavva	  
376251309	YouTaab	YouTaab
794396225025937408	onsrax	 
1167510013	MTavoli	Mohsen Tavoli
51840237	hithlum	Alireza
930095910	msabzpoosh	mohammad sabzpoosh
572051429	Serpicoo3	Serpico
533160726	SaeedGoudarzi	Saeed Goudarzi
2156923266	tiyooter	naser
3091427771	Amirferfer	Amirferfer
818408371854409728	boktanbulut	benam
920317916	bbckalbasi	 
75725784	fort_minor_ali	shaleymoon
292876467	Armin_AghaIna	  
169555210	pendaaaar	Hamed Vahidi
27907808	SethSrcho	
301347844	6PERSPOLIS	   
57591774	CamusDream	
2194809259	Sadegh___	Sadegh
817105298590572544	BahmanAmouee	Bahman Amouee
558603506	kiawisherman	K!A
110972781	trumangray	Truman
173201187	mostafa5804	 
419768306	peymanr34	Peyman Mohammadi
721591029321887744	Saeed_Sadeghi_	
3851000734	AminAnvary	Amin Anvary
761644017859883010	peymanolis	manolis
417879106	stratoftof	
4847086839	AHampay	arash hampay
45365218	itanium2006	Ali Agha
327054915	SolmazAzhdari	 
628118074	rezahn56	Reza Haghighatnejad
712455169552879617	Black__Opium	Black Opium
11951272	sharh	MohammadAli
766022996066787328	HoomanDashti	Hoomn
773819457978392576	ErfanDalili	ErfanDalili
563763121	_cyanogen	
398413431	LaK_PaK	DeLaRaM
16326063	samousavia	
15782990	shahrzaad	shahrzaad
17272701	habil	Meysam Ramezanali
28071362	barzg	Brz
717193998557974528	wiiiillllly	 
3167204043	R0adrrunner	Road Runner
743408334838071296	thesiinaa	Amirsina
748995978930245632	_Nicho_Las	
1638789637	sinaahmadpour92	Sina Ahmadpour
2335175053	NahidMolavi	nahid molavi
2233195639	asal_abasian	Asal Abasian
2471392868	mahsamrabadi	Mahsa Amrabadi
2234653398	azad_sahar	Sahar Azad
4835915842	Majidhhdri	'Majid'
14630979	mohhzg	Mohammad HZG
4406611521	SaFanoos	FANOOS
143373762	MehdiMMJ	Mehdi MMJ
1585438140	orion_ir	
925764475	BBCMehrnoush	Mehrnoush Pourziaiee
730129892877049857	jilabani	Jila Baniyaghoob
1926734436	farshadSooltani	 
791547373	aso_leo	  
725696643757006848	0sattari	sattari
116681976	hosseinhosseini	Hossein Hosseini
14926939	jrezaian	Jason Rezaian
2315944087	Re1za13	Reza
3437999367	masoud_bastany	Masoud Bastany
1448342898	rafieii	Matt
88030941	Miladsob	Milad Sobhkhiz 
51505322	reza02	 
715876703990640641	chipsesade	MOHAMMADRZA
751176025	kevinmiston	Kevin Miston
713561678529630208	NiamYaraghi2	
2786132262	Firuzehfouladi	Firuzeh Faye Fouladi
3459614670	one_wrestler	  
3405249253	arenesmaili	Aren
94789918	samanoqo	Saman Sadeghi
48579683	mmasiha	Sayed Mahdi Dezfouli
279049979	Cheshire__Cat_	
150166833	1TANKHUNTER	JAVI HUNTER
897227203	OstadBaret	 
1732021644	hesmaili95	Hamed Esmaili
68191928	vahidvm60	
334161563	mamadpori	 
245944294	ardalanmousavi	
2870706783	Riviera055	NAMI
4909103187	payamsh6162	payam shaabani
1463293135	MeghdadHb	
74523584	amirhs66	   
55520675	iman_ava	()
545304478	Hasanahmadi6	Hasan ahmadi
351196807	shameytea	 
4859337176	hafez_hakami	Hafez Hakami
2387689099	A2hyn	A2HN
388195837	samadbeygi	Behrooz Samadbeygi
43934701	ArashP_IR	 
1614006912	samnakaqaiy	Diler aqaiy
1633718743	Jeddanmaster	 
340870435	kourosholadi	kourosh
2286253674	saman0018	 
628139384	HosseinRonaghi	Hossein Ronaghi
21441975	arash_tehran	Arash Azizi
4106521684	ARFsh83	  
2238585003	khodatoon	MOHAMMADRZA ;)
2563364694	khatereh021	
318416179	RVahidian	Reyhaneh Vahidian
2282789508	GhadimiMehdi	Mehdi Ghadimi
3808605617	Yaser_Bahrami	Yaser Bahrami
970376406	hossein1985	.
14287769	nuved	  
2958304667	gorjico	 
3524492053	HeTweeting	
2408928240	_Shayegan	
3921836007	4sajjjad	sajjad
3179053220	anti_leftist	Erico
707592870	eaghay	
2358501061	_niiiix_	Sadegh
3075474801	IranHistoryPics	Iran History Pics
4554617002	RoozshomareHasr	 
2499866211	Sohrabsepehri3	 
15915542	P3DRAM_	
720204205	magzbaee	citizen
318593865	Sardar____	  
2149613202	262IR	262iran
2510067644	mariiiiilo	
3773405974	alirezagazi	 
3222035828	awake2530	
42416011	ghassemi_s	
4321918541	PaYaMLand	PaYaM
479981193	divisionbyzero_	$ sudo su
1487126604	imohsenet	Mohsen
3039462508	rouzbehbeik	Rouzbeh Beik
294653777	brouzii	 
47830374	elhammahdavi	ElMim
3002608599	fatemeheshragh1	fatemeh eshraghi
14638577	kargadan	
164991649	nadernariman	
4191144861	sina_mo	
3291537435	MajorMorteza	 
839328192	mehrakmahmoodi1	mehrak mahmoodi
47978091	ex7r3me	eX7r3me
55639121	amirfmbi	 
50767014	SHABNEVIS	
3301321881	shahdokht81	shahdokhtam
4076586852	pouriiio	   
119464181	gitigohar	Kian Gitigohar
721526090	ifo008	afshin
49190234	4ramtin	ramtin minuei
755957509	RezaSaadat1	 
20132309	r33zaa	
536651257	M_Amir_AKD	Amir AKD
3060871638	mahosseini	Mohammad Hosseini
379149221	raashen	
2418057347	khakestaree	
2274850416	_Mrnakh	 
